id,transaction,android_id,slip_number,order_type,payment_method,items_json,total,status,source,table_number,customer_name,is_unpaid,order_mode,created_at,updated_at
149,"{""id"": 128, ""order_detail"": {""id"": 149, ""slip_number"": ""9740566"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1}, {""productId"": 0, ""name"": ""Delivery Fee 1"", ""price"": 0, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""169.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 149}",,9740566,,,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1}, {""productId"": 0, ""name"": ""Delivery Fee 1"", ""price"": 0, ""quantity"": 1}]",169.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.293256+08:00,2026-06-04T03:46:30.293256+08:00
150,"{""id"": 129, ""order_detail"": {""id"": 150, ""slip_number"": ""9740567"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 0, ""name"": ""Pakpak 1 piece (temp)"", ""price"": 0, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""0.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 150}",,9740567,,,"[{""productId"": 0, ""name"": ""Pakpak 1 piece (temp)"", ""price"": 0, ""quantity"": 1}]",0.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.269563+08:00,2026-06-04T03:46:30.269563+08:00
151,"{""id"": 130, ""order_detail"": {""id"": 151, ""slip_number"": ""9740568"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 4}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""815.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 151}",,9740568,,,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 4}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1}]",815.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.266564+08:00,2026-06-04T03:46:30.266564+08:00
152,"{""id"": 131, ""order_detail"": {""id"": 152, ""slip_number"": ""9740569"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""338.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 152}",,9740569,,,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2}]",338.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.245248+08:00,2026-06-04T03:46:30.245248+08:00
153,"{""id"": 132, ""order_detail"": {""id"": 153, ""slip_number"": ""9740570"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 2}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""298.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 153}",,9740570,,,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 2}]",298.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.231849+08:00,2026-06-04T03:46:30.231849+08:00
154,"{""id"": 133, ""order_detail"": {""id"": 154, ""slip_number"": ""9740571"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""129.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 154}",,9740571,,,"[{""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1}]",129.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.217819+08:00,2026-06-04T03:46:30.217819+08:00
155,"{""id"": 134, ""order_detail"": {""id"": 155, ""slip_number"": ""9740572"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""129.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 155}",,9740572,,,"[{""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1}]",129.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.204606+08:00,2026-06-04T03:46:30.204606+08:00
156,"{""id"": 135, ""order_detail"": {""id"": 156, ""slip_number"": ""9740573"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Only"", ""price"": 119, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""248.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 156}",,9740573,,,"[{""productId"": 11, ""name"": ""Wings - Only"", ""price"": 119, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1}]",248.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.192095+08:00,2026-06-04T03:46:30.192095+08:00
157,"{""id"": 136, ""order_detail"": {""id"": 157, ""slip_number"": ""9740574"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 4}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""636.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 157}",,9740574,,,"[{""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 4}]",636.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.179713+08:00,2026-06-04T03:46:30.179713+08:00
158,"{""id"": 137, ""order_detail"": {""id"": 158, ""slip_number"": ""9740575"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 0, ""name"": ""Pakpak half solo (temp)"", ""price"": 0, ""quantity"": 3}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""0.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 158}",,9740575,,,"[{""productId"": 0, ""name"": ""Pakpak half solo (temp)"", ""price"": 0, ""quantity"": 3}]",0.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.168043+08:00,2026-06-04T03:46:30.168043+08:00
159,"{""id"": 138, ""order_detail"": {""id"": 159, ""slip_number"": ""9740576"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""189.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 159}",,9740576,,,"[{""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1}]",189.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.154219+08:00,2026-06-04T03:46:30.154219+08:00
160,"{""id"": 139, ""order_detail"": {""id"": 160, ""slip_number"": ""9740577"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 2}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""576.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 160}",,9740577,,,"[{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 2}]",576.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.141044+08:00,2026-06-04T03:46:30.141044+08:00
161,"{""id"": 140, ""order_detail"": {""id"": 161, ""slip_number"": ""9740578"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 2}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""656.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 161}",,9740578,,,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 2}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1}]",656.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.114442+08:00,2026-06-04T03:46:30.114442+08:00
162,"{""id"": 141, ""order_detail"": {""id"": 162, ""slip_number"": ""9740579"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""139.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 162}",,9740579,,,"[{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1}]",139.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.110614+08:00,2026-06-04T03:46:30.110614+08:00
163,"{""id"": 142, ""order_detail"": {""id"": 163, ""slip_number"": ""9740580"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 3}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 2}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 3}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""1441.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 163}",,9740580,,,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 3}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 2}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 3}]",1441.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.076303+08:00,2026-06-04T03:46:30.076303+08:00
164,"{""id"": 143, ""order_detail"": {""id"": 164, ""slip_number"": ""9740681"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""338.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 164}",,9740681,,,"[{""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1}]",338.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.064242+08:00,2026-06-04T03:46:30.064242+08:00
165,"{""id"": 144, ""order_detail"": {""id"": 165, ""slip_number"": ""9740682"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""159.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 165}",,9740682,,,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1}]",159.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.061707+08:00,2026-06-04T03:46:30.061707+08:00
166,"{""id"": 145, ""order_detail"": {""id"": 166, ""slip_number"": ""9740683"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1}, {""productId"": 0, ""name"": ""Delivery Fee 1"", ""price"": 0, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""318.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 166}",,9740683,,,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1}, {""productId"": 0, ""name"": ""Delivery Fee 1"", ""price"": 0, ""quantity"": 1}]",318.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.040929+08:00,2026-06-04T03:46:30.040929+08:00
167,"{""id"": 146, ""order_detail"": {""id"": 167, ""slip_number"": ""9740684"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1}, {""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""308.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 167}",,9740684,,,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1}, {""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1}]",308.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.037767+08:00,2026-06-04T03:46:30.037767+08:00
168,"{""id"": 147, ""order_detail"": {""id"": 168, ""slip_number"": ""9740685"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""716.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 168}",,9740685,,,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1}]",716.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.023957+08:00,2026-06-04T03:46:30.024963+08:00
169,"{""id"": 148, ""order_detail"": {""id"": 169, ""slip_number"": ""9740686"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""368.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 169}",,9740686,,,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1}]",368.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:30.009849+08:00,2026-06-04T03:46:30.009849+08:00
170,"{""id"": 149, ""order_detail"": {""id"": 170, ""slip_number"": ""9740687"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 3}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""537.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 170}",,9740687,,,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 3}]",537.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:29.983829+08:00,2026-06-04T03:46:29.983829+08:00
171,"{""id"": 150, ""order_detail"": {""id"": 171, ""slip_number"": ""9740688"", ""order_type"": """", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 2}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""398.00"", ""completed_at"": ""2026-04-28T12:00:00+08:00"", ""order"": 171}",,9740688,,,"[{""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 2}]",398.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:29.956436+08:00,2026-06-04T03:46:29.956436+08:00
